query_id,query,chunk_id,file_name,page,text,decision,evidence_quote,reason,reviewer,reviewer_kind
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_b4743bee460818e0c733d286aad33c3f076a0417a92d72d6f977345ed388b73f,02_mit_regularization_logistic_regression.pdf,7,"7 6.867 Machine learning, lecture 4 (Jaakkola)
our uncertainty about what the labels might be. So, when the number of training ex­
amples is small we would need to add the regularizer �θ�2/2 just as in the SVM model.
The regularizer helps select reasonable parameters when the available training data fails to
suﬃciently constrain the linear classiﬁer.
To estimate the parameters of the logistic regression model with regularization we would
minimize instead
n
1 � � � ��
2�θ�2 + C log 1 + exp −yt(θT xt + θ0) (25)
t=1
where the constant C again speciﬁes the trade-oﬀ between correct classiﬁcation (the ob­
jective) and the regularization penalty. The regularization problem is typically written
(equivalently) as
n
λ
2 �θ�2 +
�
log
�
1 + exp
�
−yt(θT xt + θ0)
��
(26)
t=1
since ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_ee887acea73e5ede934dd13f2bf9c61e94aaf7766be1658c6576d1e75072c58b,03_mit_linear_regression_bias_variance.pdf,7,"from zero by assuming a large σ�2). On the other hand, if
the noise variance is small, we could be over-ﬁtting the linear model. This happens, for
example, when the number of training examples is small. In this case most of the responses
can be explained directly by the linear model making the noise variance very small. In such
cases our penalty for the parameters will be larger as well (prior variance is smaller).
Incorporating this parameter tie into the penalized log-likelihood function gives
n
n 1 �
l�(θ, θ0, σ2) = const. − 2 log σ2 − 2σ2 (yt − θT xt − θ0)2
t=1
d
λ � d + 1 −2σ2 (θ0
2 + θj
2) − 2 log(σ2/λ) (45)
j=1
n + d + 1 d + 1 = const. − log σ2 + log λ (46) ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_5d22b00eb80ca3acf11eb80186ee1ad9a85383947626b8c9f9455a298991a0c4,02_mit_regularization_logistic_regression.pdf,1,". Regularization problems are typically formulated as optimization
problems involving the desired objective (classiﬁcation loss in our case) and a regularization
penalty. The regularization penalty is used to help stabilize the minimization of the ob­
jective or infuse prior knowledge we might have about desirable solutions. Many machine
learning methods can be viewed as regularization methods in this manner. For later utility
we will cast SVM optimization problem as a regularization problem.
a)
−3 −2 −1 0 1 2 3
−1
−0.5
0
0.5
1
1.5
2
2.5
3 b)
−3 −2 −1 0 1 2 3
−1
−0.5
0
0.5
1
1.5
2
2.5
3
Figure 1: a) The hinge loss (1 − z)+ as a function of z. b) The logistic loss log[1 + exp(−z)]
as a function of z.
To turn ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_0d4fee64e6ff22e578bd0f3a85c5720d7706d6d7932f026420b5bfaa0537848c,03_mit_linear_regression_bias_variance.pdf,8,"X
� θ∗
θ∗
0
�
� �
(49)
= (λI + XT X)−1(XT X + λI − λI) θ∗
θ∗
0
(50)
� � � bias�� � ��
=
=
θ∗
ˆθ∗
0
−λ(λI + XT X)−1 θ∗
θ∗
0
�
I − λ(λI + XT X)−1 � � θ∗
θ∗
0
�
(51)
(52)
� �
It is straightforward to check that I − λ(λI + XT X)−1 is a positive deﬁnite matrix with
eigenvalues all less than one. The parameter estimates are therefore shrunk towards zero
and more so the larger the value of λ. This is what we would expect since we explicitly
favored small parameter values with the prior penalty. What do we gain from such biased
parameter estimates? Let’s evaluate the mean squared error, starting with the covariance:
θˆ
Cov ˆ |X = σ∗2(λ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_f083ac39fedd5236144258a3b90df296e5f24bdad753594ceb2610f6cdd754d6,19_google_l2_regularization.txt,,"'+ w_n^2}$$

For example, the following table shows the calculation of L2
regularization for a model with six weights:

Value Squared value
w1 0.2 0.04
w2 -0.5 0.25
w3 5.0 25.0
w4 -1.2 1.44
w5 0.3 0.09
w6 -0.1 0.01
26.83 = total

Notice that weights close to zero don't affect L2 regularization
much, but large weights can have a huge impact. For example, in the
preceding calculation:

A single weight (w3) contributes about 93% of the
total complexity.

The other five weights collectively contribute only about 7% of the
total complexity.

L2 regularization encourages weights toward 0, but never pushes
weights all the way to zero.

Regularization rate (lambda)

As noted, training attempts to minimize some combination of loss and complexity:

$$\text{minimize(loss",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_b9284d28b2b4acc2c70eef6e34621726b2e75871dff9dea6d0b3c84317c9e94c,09_google_logistic_loss.txt,,"Logistic regression: Loss and regularization
Author: Google for Developers / Machine Learning Crash Course
Source: https://developers.google.com/machine-learning/crash-course/logistic-regression/loss-regularization
License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
Changes: HTML lesson converted to UTF-8 TXT; navigation, multiple-choice quizzes, figures, captions, code blocks and generated key takeaways omitted; attribution header added.

Logistic regression
models are trained using the same process as
linear regression
models, with two key distinctions:

Logistic regression models use
Log Loss as the loss function
instead of squared loss.

Applying regularization
is critical to prevent
overfitting.

The following sections discuss these two considerations in more depth.

Log Loss

In the Linear regression module,
you used squared loss (also called
L2 loss) as the
loss function.
",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_d82571877566cf144138d6d366b150269270cd6f774425346e3f3c2751c4a10c,01_mit_introduction_classification.pdf,4,"6.867 Machine learning, lecture 1 (Jaakkola) 4
Learning algorithm: the perceptron
Now that we have chosen a function class (perhaps suboptimally) we still have to ﬁnd a
speciﬁc function in this class that works well on the training set. This is often referred to
as the estimation problem. Let’s be a bit more precise. We’d like to ﬁnd a linear classiﬁer
that makes the fewest mistakes on the training set. In other words, we’d like to ﬁnd θ that
minimizes the training error
ˆE(θ) = 1
n
n� �
1 − δ(yt, f (xt; θ))
�
= 1
n
n�
Loss(yt, f (xt; θ)) (3)
t=1 t=1
where δ(y, y�) = 1 if y = y� and 0 otherwise. The training error merely counts the average
number of training ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_378a391fe260d83b647a503181b030d4427e701f85b4e45ac8fd603eda54ce31,02_mit_regularization_logistic_regression.pdf,2,"� � �+
2 6.867 Machine learning, lecture 4 (Jaakkola)
The loss function we need for this purpose is based on the hinge loss Lossh(z) deﬁned as
the positive part of 1 − z, written as (1 − z)+ (see Figure 1a). The relaxed optimization
problem can be written using the hinge loss as
=ξˆt
n � �� �
minimize 1
2�θ�2 + C
� �
1 − yt(θT xt + θ0)
�+
(3)
t=1
Here �θ�2/2, the inverse squared geometric margin, is viewed as a regularization penalty
that helps stabilize the objective
n
C 1 − yt(θT xt + θ0) (4)
t=1
In other words, when no margin constraints are violated (zero loss), the regularization
penalty helps us select the solution with the largest geometric margin.
Logistic regression, maximum likelihood estimation
−3 −2 −1 0 1 2 3
0
0",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_baf408b3e1651fa0b1b79fa4b127f753d8b585462d5d3ba30be0e7ea047e9e62,02_mit_regularization_logistic_regression.pdf,1,"�
1 6.867 Machine learning, lecture 4 (Jaakkola)
The Support Vector Machine and regularization
We proposed a simple relaxed optimization problem for ﬁnding the maximum margin sep­
arator when some of the examples may be misclassiﬁed:
minimize 1
2�θ�2 + C
n�
ξt (1)
t=1
subject to yt(θT xt + θ0) ≥ 1 − ξt and ξt ≥ 0 for all t = 1, . . . , n (2)
where the remaining parameter C could be set by cross-validation, i.e., by minimizing the
leave-one-out cross-validation error.
The goal here is to brieﬂy understand the relaxed optimization problem from the point of
view of regularization. Regularization problems are typically formulated as optimization
problems involving the desired objective (classiﬁcation loss in our case) and a regularization
penalty. The regularization penalty is used to help stabilize the ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_d6619e1e92d48eb34b864bca280c7977846841b812dc381bdb333be2f8819613,19_google_l2_regularization.txt,,"0, but never pushes
weights all the way to zero.

Regularization rate (lambda)

As noted, training attempts to minimize some combination of loss and complexity:

$$\text{minimize(loss} + \text{ complexity)}$$

Model developers tune the overall impact of complexity on model training
by multiplying its value by a scalar called the
regularization rate.
The Greek character lambda typically symbolizes the regularization rate.

That is, model developers aim to do the following:

$$\text{minimize(loss} + \lambda \text{ complexity)}$$

A high regularization rate:

Strengthens the influence of regularization, thereby reducing the chances of
overfitting.

Tends to produce a histogram of model weights having the following
characteristics:

a normal distribution

a mean weight of 0.

A low regularization rate:

Lowers the influence of regularization, thereby increasing the chances of
overfitting.

Tends to produce a histogram of model weights with ",,,,,
dev-002,What fitting problem does a complexity penalty help guard against?,chunk_556ec26fcd954f62cf0390ca4f906fbcb9e4a8baa4369537993e2486f554036d,19_google_l2_regularization.txt,,"distribution

a mean weight of 0.

A low regularization rate:

Lowers the influence of regularization, thereby increasing the chances of
overfitting.

Tends to produce a histogram of model weights with a flat distribution.

For example, the histogram of model weights for a high regularization rate
might look as shown in Figure 18.

In contrast, a low regularization rate tends to yield a flatter histogram, as
shown in Figure 19.

Note: Setting the regularization rate to zero removes regularization completely.
In this case, training focuses exclusively on minimizing loss, which
poses the highest possible overfitting risk.

Picking the regularization rate

The ideal regularization rate produces a model that generalizes well to
new, previously unseen data.
Unfortunately, that ideal value is data-dependent,
so you must do some

tuning.

Early stopping: an alternative to complexity-based regularization

Early stopping is a
regularization method that doesn't involve a calculation of complexity.
Instead, ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_b4743bee460818e0c733d286aad33c3f076a0417a92d72d6f977345ed388b73f,02_mit_regularization_logistic_regression.pdf,7,"7 6.867 Machine learning, lecture 4 (Jaakkola)
our uncertainty about what the labels might be. So, when the number of training ex­
amples is small we would need to add the regularizer �θ�2/2 just as in the SVM model.
The regularizer helps select reasonable parameters when the available training data fails to
suﬃciently constrain the linear classiﬁer.
To estimate the parameters of the logistic regression model with regularization we would
minimize instead
n
1 � � � ��
2�θ�2 + C log 1 + exp −yt(θT xt + θ0) (25)
t=1
where the constant C again speciﬁes the trade-oﬀ between correct classiﬁcation (the ob­
jective) and the regularization penalty. The regularization problem is typically written
(equivalently) as
n
λ
2 �θ�2 +
�
log
�
1 + exp
�
−yt(θT xt + θ0)
��
(26)
t=1
since ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_6faf16839929d637c54fd4de1acdc7deb8dfbcf654b63810f3d55a314f49f1f2,16_google_data_characteristics.txt,,", which are
covered in a later unit

Quantity of data

As a rough rule of thumb, your model should train on at least an order
of magnitude (or two) more examples than trainable parameters. However, good
models generally train on substantially more examples than that.

Models trained on large datasets with few
features
generally outperform models trained on small datasets with
a lot of features.
Google has historically had great success training simple models on
large datasets.

Different datasets for different machine learning programs may require wildly
different amounts of examples to build a useful model. For some relatively
simple problems, a few dozen examples might be sufficient. For other problems,
a trillion examples might be insufficient.

It's possible to get good results from a small dataset if you are adapting
an existing model already trained on large quantities of data from the
same schema.

Quality and reliability of data

Everyone prefers high quality to low quality, but quality is such a vague
concept that it could be defined ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_f17c7395bb0e76c4e8d5680809d151e5d2c62d0831ce0a95f70c843c9eb76b2a,11_google_classification_metrics.txt,,"where the number of actual positives is very, very
low, say 1-2 examples in total, precision is less meaningful and less useful
as a metric.

Precision improves as false positives decrease, while recall improves when
false negatives decrease. But as seen in the previous section, increasing the
classification threshold tends to decrease the number of false positives and
increase the number of false negatives, while decreasing the threshold has the
opposite effects. As a result, precision and recall often show an inverse
relationship, where improving one of them worsens the other.

Try it yourself:

What does NaN mean in the metrics?

NaN, or ""not a number,"" appears when dividing by 0, which can happen
with any of these metrics. When TP and FP are both 0, for example, the
formula for precision has 0 in the denominator, resulting in NaN. While
in some cases NaN can indicate perfect performance and could be
replaced by a score of 1.0, it ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_42d89c312f6f0425bfca59c0bdd4c1d0419bd292ec64eb0f60a65b48749fadf2,16_google_data_characteristics.txt,,"are an intuitive input format for machine
learning models.
You can imagine each row of the table as an example
and each column as a potential feature or label.
That said, datasets may also be derived from other formats, including
log files and protocol buffers.

Regardless of the format, your ML model is only as good as the
data it trains on. This section examines key data characteristics.

Types of data

A dataset could contain many kinds of datatypes, including but certainly
not limited to:

numerical data, which is covered in a separate
unit

categorical data, which is covered in a separate
unit

human language, including individual words and sentences, all the way up to
entire text documents

multimedia (such as images, videos, and audio files)

outputs from other ML systems

embedding vectors, which are
covered in a later unit

Quantity of data

As a rough rule of thumb, your model should train on at least an order
of magnitude (or two) more examples than trainable parameters. ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_f083ac39fedd5236144258a3b90df296e5f24bdad753594ceb2610f6cdd754d6,19_google_l2_regularization.txt,,"'+ w_n^2}$$

For example, the following table shows the calculation of L2
regularization for a model with six weights:

Value Squared value
w1 0.2 0.04
w2 -0.5 0.25
w3 5.0 25.0
w4 -1.2 1.44
w5 0.3 0.09
w6 -0.1 0.01
26.83 = total

Notice that weights close to zero don't affect L2 regularization
much, but large weights can have a huge impact. For example, in the
preceding calculation:

A single weight (w3) contributes about 93% of the
total complexity.

The other five weights collectively contribute only about 7% of the
total complexity.

L2 regularization encourages weights toward 0, but never pushes
weights all the way to zero.

Regularization rate (lambda)

As noted, training attempts to minimize some combination of loss and complexity:

$$\text{minimize(loss",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_b9284d28b2b4acc2c70eef6e34621726b2e75871dff9dea6d0b3c84317c9e94c,09_google_logistic_loss.txt,,"Logistic regression: Loss and regularization
Author: Google for Developers / Machine Learning Crash Course
Source: https://developers.google.com/machine-learning/crash-course/logistic-regression/loss-regularization
License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
Changes: HTML lesson converted to UTF-8 TXT; navigation, multiple-choice quizzes, figures, captions, code blocks and generated key takeaways omitted; attribution header added.

Logistic regression
models are trained using the same process as
linear regression
models, with two key distinctions:

Logistic regression models use
Log Loss as the loss function
instead of squared loss.

Applying regularization
is critical to prevent
overfitting.

The following sections discuss these two considerations in more depth.

Log Loss

In the Linear regression module,
you used squared loss (also called
L2 loss) as the
loss function.
",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_0510ccd37a2f34f95215513381b6ceee70895f0036170fa60bbdd8af23aff56a,18_google_overfitting.txt,,"declines or
holds steady (converges) for the training set, but increases
for the validation set. This suggests overfitting.

In contrast, a generalization curve for a well-fit model shows two loss curves
that have similar shapes.

What causes overfitting?

Very broadly speaking, overfitting is caused by one or both of the following
problems:

The training set doesn't adequately represent real life data (or the
validation set or test set).

The model is too complex.

Generalization conditions

A model trains on a training set, but the real test of a model's worth is how
well it makes predictions on new examples, particularly on real-world data.
While developing a model, your test set serves as a proxy for real-world data.
Training a model that generalizes well implies the following dataset conditions:

Examples must be
independently and identically distributed,
which is a fancy way of saying that your
examples can't influence each other.

The dataset is
stationary",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_a0671c2caf352c84c0eeff1622a030b46aae1e83b96a29939124d44583089047,18_google_overfitting.txt,,"new examples.
Figure 13 shows what happens when that same model makes predictions on new
examples from the test set:

So, the complex model shown in Figure 12 did a great job on the training set
but a pretty bad job on the test set. This is a classic case of a model
overfitting to the training set data.

Fitting, overfitting, and underfitting

A model must make good predictions on new data.
That is, you're aiming to create a model that ""fits"" new data.

As you've seen, an overfit model makes excellent predictions on the training
set but poor predictions on new data. An
underfit model
doesn't even make good predictions on the training data. If an overfit model is
like a product that performs well in the lab but poorly in the real world,
then an underfit model is like a product that doesn't even do well in
the lab.

Generalization is the
opposite of overfitting. ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_d6619e1e92d48eb34b864bca280c7977846841b812dc381bdb333be2f8819613,19_google_l2_regularization.txt,,"0, but never pushes
weights all the way to zero.

Regularization rate (lambda)

As noted, training attempts to minimize some combination of loss and complexity:

$$\text{minimize(loss} + \text{ complexity)}$$

Model developers tune the overall impact of complexity on model training
by multiplying its value by a scalar called the
regularization rate.
The Greek character lambda typically symbolizes the regularization rate.

That is, model developers aim to do the following:

$$\text{minimize(loss} + \lambda \text{ complexity)}$$

A high regularization rate:

Strengthens the influence of regularization, thereby reducing the chances of
overfitting.

Tends to produce a histogram of model weights having the following
characteristics:

a normal distribution

a mean weight of 0.

A low regularization rate:

Lowers the influence of regularization, thereby increasing the chances of
overfitting.

Tends to produce a histogram of model weights with ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_237f8a2845b20a44962cbb48ff28b67776863176f3f63961bdc658b37ebbe721,18_google_overfitting.txt,,"worthless in the real world.

Tip:
Overfitting is a common problem in machine learning, not an academic
hypothetical.

In Figure 11, imagine that each geometric shape represents a tree's position
in a square forest. The blue diamonds mark the locations of healthy trees,
while the orange circles mark the locations of sick trees.

Mentally draw any shapes—lines, curves, ovals...anything—to separate the
healthy trees from the sick trees. Then, expand the next line to examine
one possible separation.

Expand to see one possible solution (Figure 12).

The complex shapes shown in Figure 12 successfully categorized all but two of
the trees. If we think of the shapes as a model, then this is a fantastic
model.

Or is it? A truly excellent model successfully categorizes new examples.
Figure 13 shows what happens when that same model makes predictions on new
examples from the test set:

So, the complex model shown in Figure 12 did a great job on the training set
but ",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_632726b4b87e67437b4c147fbe9cc8993e31bdf023a0e8bd01404fb0f461bf5c,06_google_gradient_descent.txt,,"stopping at the lowest
point on the graph.

Notice that the black loss points create the exact shape of the loss curve: a
steep decline before gradually sloping down until they've reached the lowest
point on the loss surface.

Note: This point represents the minimum loss for the model,
which is typically greater than 0. A loss of 0 would mean that the model fits
every data point exactly, which is usually a sign of overfitting (i.e., the
model is too complex/powerful). Overfitting is discussed in more depth
later in the
course.

Using the weight and bias values that produce the lowest loss—in this case
a weight of -5.44 and a bias of 35.94—we can graph the model to see how
well it fits the data:

Figure 19. Model graphed using the weight and bias values that produce
the lowest loss.

This would be the best model for this dataset because no other weight and bias
values produce a model with lower loss",,,,,
dev-003,What can happen when a model fits its training data without a complexity penalty?,chunk_556ec26fcd954f62cf0390ca4f906fbcb9e4a8baa4369537993e2486f554036d,19_google_l2_regularization.txt,,"distribution

a mean weight of 0.

A low regularization rate:

Lowers the influence of regularization, thereby increasing the chances of
overfitting.

Tends to produce a histogram of model weights with a flat distribution.

For example, the histogram of model weights for a high regularization rate
might look as shown in Figure 18.

In contrast, a low regularization rate tends to yield a flatter histogram, as
shown in Figure 19.

Note: Setting the regularization rate to zero removes regularization completely.
In this case, training focuses exclusively on minimizing loss, which
poses the highest possible overfitting risk.

Picking the regularization rate

The ideal regularization rate produces a model that generalizes well to
new, previously unseen data.
Unfortunately, that ideal value is data-dependent,
so you must do some

tuning.

Early stopping: an alternative to complexity-based regularization

Early stopping is a
regularization method that doesn't involve a calculation of complexity.
Instead, ",,,,,
dev-004,Why should an ML model be tested on examples different from its training examples?,chunk_05f404222f5fcb55fc4ee9d05d6f531ada06cd3120d4ccfe33655e25b60e31a0,18_google_overfitting.txt,,"Overfitting
Author: Google for Developers / Machine Learning Crash Course
Source: https://developers.google.com/machine-learning/crash-course/overfitting/overfitting
License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
Changes: HTML lesson converted to UTF-8 TXT; navigation, multiple-choice quizzes, figures, captions, code blocks and generated key takeaways omitted; attribution header added.

Overfitting means creating a model
that matches (memorizes) the
training set so
closely that the model fails to make correct predictions on new data.
An overfit model is analogous to an invention that performs well in the lab but
is worthless in the real world.

Tip:
Overfitting is a common problem in machine learning, not an academic
hypothetical.

In Figure 11, imagine that each geometric shape represents a tree's position
in ",,,,,
